site_id,local_site_name,address,latitude,longitude,date,parameter,units,sample_measurement,aqi
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-08-20,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),16.3,64.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-08-23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),17.4,66.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-08-26,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.1,58.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-08-29,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.6,59.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-01,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.3,53.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-04,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.7,43.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-07,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.9,54.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-10,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.6,48.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),16.3,64.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-16,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.2,51.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.4,47.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-22,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.2,18.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.1,39.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-09-28,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.9,44.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-01,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.5,47.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-04,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.1,34.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-07,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9,33.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-10,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.9,27.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.7,37.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-16,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.0,33.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.1,51.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-22,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.2,23.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.6,26.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-28,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,32.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-10-31,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.0,39.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-03,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.0,39.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-06,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.5,57.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-09,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),14.9,62.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-12,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.2,29.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-15,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.8,43.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-18,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.0,33.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-21,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.2,53.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-24,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.3,35.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-27,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.3,41.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-11-30,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.8,52.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-03,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.0,22.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-06,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.3,51.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-09,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.5,63.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-12,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.0,33.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-15,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.9,27.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-18,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.9,27.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-21,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),14.3,61.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-24,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.2,40.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-27,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.0,53.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2021-12-30,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),14.5,61.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-02,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.5,8.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-05,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.4,41.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-08,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.8,54.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.8,38.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-14,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.1,23.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.3,53.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-20,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.6,14.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.6,42.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-26,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.2,57.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-01-29,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.9,44.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-01,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),14.2,61.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-04,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9,33.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-07,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),17.0,66.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-10,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.6,42.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.4,30.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-16,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.7,43.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.7,26.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-22,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9,33.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.3,35.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-02-28,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.6,20.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-04,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.7,48.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-06,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.2,51.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-09,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.9,60.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-12,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.2,23.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-15,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.2,62.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-18,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.2,62.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-21,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.9,33.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-24,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.2,18.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-27,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.2,12.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-03-30,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.8,43.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-02,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.0,28.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-05,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),14.4,61.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-08,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.5,19.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.8,38.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-14,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.4,24.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.6,9.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-20,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.5,19.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.1,51.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-26,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.7,48.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-04-29,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.6,31.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-02,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.0,44.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-05,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.5,47.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-08,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,29.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.1,39.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-14,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.0,44.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.8,38.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-20,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.5,54.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.7,26.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-26,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.5,36.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-05-29,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.2,53.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-01,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.9,60.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-04,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.2,18.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-07,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,32.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-10,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.2,40.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.7,48.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-16,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),27.3,85.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,32.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-22,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),17.6,67.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.7,56.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-06-28,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.6,26.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-01,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),15.1,62.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-04,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),20.9,73.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-07,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,32.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-10,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,29.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.3,41.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-16,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.0,50.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.6,54.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-22,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.7,54.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.3,35.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-28,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.2,51.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-07-31,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.0,50.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-03,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.2,46.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-06,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.4,41.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-09,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,29.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-12,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.2,23.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-15,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.3,46.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-18,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.8,43.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-21,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,29.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-24,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.4,53.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-27,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.3,35.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-08-30,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.0,44.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-02,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.3,41.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-05,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.6,31.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-08,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.0,44.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.6,20.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-14,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.0,50.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),14.2,61.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-20,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.1,58.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.2,18.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-26,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.5,42.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-09-29,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.6,31.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-02,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.6,14.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-05,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.5,55.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-08,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.3,35.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-11,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.0,44.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-14,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.3,29.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.7,48.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-20,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,32.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.3,55.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-26,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.1,45.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-10-29,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.0,53.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-01,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),12.7,58.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-04,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.2,53.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-07,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.3,46.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-10,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.1,39.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.7,32.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-16,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.4,59.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.6,31.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-22,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.2,55.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.8,60.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-11-28,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.9,22.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-01,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.5,42.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-04,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.4,41.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-07,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),16.1,64.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-10,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),10.6,54.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-13,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.0,33.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-16,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.2,40.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.5,52.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-22,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.8,38.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.6,31.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-28,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),9.3,51.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2022-12-31,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),13.3,59.0
0045,Cleveland Fire St13,4950 BROADWAY AVE.,41.471782,-81.656792,2023-01-03,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.3,35.0
